Timestamp,City,State,Shape,Duration,Summary,Posted,Images,Updated_Duration,Coords,Lat,Lng,geometry
2021-09-16 07:30:00,Shoreline,WA,Oval,1 minute,Gray small bouncing object,2021-10-19,0,1.0,"(-122.33892822, 47.75598526)",-122.33892822,47.75598526,POINT (-122.33892822 47.75598526)
2021-09-16 00:20:00,Brick,NJ,Sphere,5 mintes,Two reddish orange spheres very visible that travels as fast speeds.,2021-10-19,0,5.0,"(-74.15310669, 40.07483673)",-74.15310669,40.07483673,POINT (-74.15310669 40.07483673)
2021-09-15 20:45:00,Lake Sumter Landing,FL,Light,8,"On this evening it was dark and partly cloudy. While listening to a live band outside and watching the SpaceX launch live on my phone,",2021-10-19,0,1.0,"(-81.97010938, 28.90917415)",-81.97010938,28.90917415,POINT (-81.97010938 28.90917415)
2021-09-15 20:45:00,Portage,IN,Circle,2-3 minutes,"Rounnd white light moving SW to NE. Stopped, hovered, jogged back turned pink and then turned red and shot straight up",2021-10-19,0,2.0,"(-87.18325806, 41.58421326)",-87.18325806,41.58421326,POINT (-87.18325806 41.58421326)
2021-09-15 20:30:00,Grand Junction,CO,Light,1.5 minutes,Atmosphere entering Tracer Fire lights,2021-10-19,0,1.5,"(-108.5695343, 39.06537247)",-108.5695343,39.06537247,POINT (-108.5695343 39.06537247)
2021-09-15 20:06:00,Port Saint Lucie,FL,Other,5 minutes,((NUFORC Note: Witness provides no detailed information. PD)),2021-10-19,0,5.0,"(-80.34214783, 27.27327347)",-80.34214783,27.27327347,POINT (-80.34214783 27.27327347)
2021-09-15 20:00:00,Vero Beach,FL,Other,10 minutes,((NUFORC Note: Witness provides no detailed information. PD)),2021-10-19,0,10.0,"(-80.38907623, 27.63888359)",-80.38907623,27.63888359,POINT (-80.38907623 27.63888359)
2021-09-15 18:30:00,Clearwater,FL,Light,1.5 minutes,There was one big really bright light Lighting up the clouds and beside it was A smaller less bright light that was admitting beams of,2021-10-19,0,1.5,"(-82.79995728, 27.96399117)",-82.79995728,27.96399117,POINT (-82.79995728 27.96399117)
2021-09-15 16:30:00,Norfolk,VA,Light,1 minute,"White Orb seen traveling across sky, which then slowed, stopped, and then traveled away in different direction fading into distance.",2021-10-19,0,1.0,"(-76.28591156, 36.8461647)",-76.28591156,36.8461647,POINT (-76.28591156 36.8461647)
2021-09-15 10:23:00,Jacksonville,NC,Light,3 minutes,"Very bright light,No noise led and followed by two other crafts",2021-10-19,0,3.0,"(-77.4220047, 34.7494278)",-77.4220047,34.7494278,POINT (-77.4220047 34.7494278)
2021-09-15 08:30:00,Sycamore,IL,Circle,20 seconds,"Looked up at a piper plane traveling south of my home. As I looked at it to the west a beam of light, like headlights lit up a pathway",2021-10-19,0,0.3333333333333333,"(-88.68685913, 41.98881531)",-88.68685913,41.98881531,POINT (-88.68685913 41.98881531)
2021-09-15 06:00:00,Staunton,VA,Other,15 minutes,"Southern sky, slightly east about 11 o'clock. Noticed wavering light within a small area in the sky that looked like wavy light or an a",2021-10-19,0,15.0,"(-79.07132721, 38.15748978)",-79.07132721,38.15748978,POINT (-79.07132721 38.15748978)
2021-09-15 05:56:00,Midwest City,OK,Other,,MADAR Node 172,2021-10-19,0,1.0,"(-97.38855743, 35.46398544)",-97.38855743,35.46398544,POINT (-97.38855743 35.46398544)
2021-09-15 03:00:00,Liverpool,NY,Other,15 minutes,I saw something strange white mostly in color and I have 3 pictures of object changing courses and shape,2021-10-19,0,15.0,"(-76.20636749, 43.10286713)",-76.20636749,43.10286713,POINT (-76.20636749 43.10286713)
2021-09-15 00:00:00,Canby,OR,Other,Multiple hours,For multiple nights on clear nights I am able to observe to the west what appears to be a floating pyramid with just the outside edges,2021-10-19,0,1.0,"(-122.69216156, 45.26228714)",-122.69216156,45.26228714,POINT (-122.69216156 45.26228714)
2021-09-14 21:00:00,Alto,NM,Light,6 seconds,"Four mysterious, large lights appear in night sky over Alto New Mexico.",2021-10-19,0,0.1,"(-105.67937469, 33.39977646)",-105.67937469,33.39977646,POINT (-105.67937469 33.39977646)
2021-09-14 21:00:00,St. Petersburg,FL,Light,45 seconds,Two lights hovering and interacting in a controlled manner.,2021-10-19,0,0.75,"(-82.63848877, 27.77206993)",-82.63848877,27.77206993,POINT (-82.63848877 27.77206993)
2021-09-14 16:15:00,Millerton,PA,Other,,MADAR Node 104,2021-10-19,0,1.0,"(-76.93714905, 41.98487473)",-76.93714905,41.98487473,POINT (-76.93714905 41.98487473)
2021-09-14 10:23:00,Edmonds,WA,Other,,MADAR Node 61,2021-10-19,0,1.0,"(-122.37664032, 47.8116188)",-122.37664032,47.8116188,POINT (-122.37664032 47.8116188)
2021-09-13 22:53:00,Palm Springs,CA,Triangle,20 seconds,It was sitting on saddle junction mountain to the southwest side. We had never seen such a huge bright light. Was the size of at least,2021-10-19,0,0.3333333333333333,"(-116.54684448, 33.83030319)",-116.54684448,33.83030319,POINT (-116.54684448 33.83030319)
2021-09-13 22:30:00,Temple Terrace,FL,Light,20 minutes,"I witnessed multiple strange white lights moving above me, in cloud cover on the evening of 09-12-2021 in the city of Temple Terrace, F",2021-10-19,0,20.0,"(-82.38938141, 28.03595161)",-82.38938141,28.03595161,POINT (-82.38938141 28.03595161)
2021-09-13 21:00:00,Litchfield park,AZ,Circle,30,West valley sighting heading 270 out past the white tanks rotating stationary ball of multiply vibrant colors at high alt.,2021-10-19,0,1.0,"(-112.35948181, 33.49329758)",-112.35948181,33.49329758,POINT (-112.35948181 33.49329758)
2021-09-13 19:00:00,Los angeles,CA,Light,2 minutes,Looked like a red star with an oval shaped ring of light.,2022-04-22,0,2.0,"(-118.24334717, 34.05223846)",-118.24334717,34.05223846,POINT (-118.24334717 34.05223846)
2021-09-13 16:30:00,Loomis,CA,Other,5 minutes,"Concave object with lights, slowly moving southbound.",2021-10-26,0,5.0,"(-121.19173431, 38.81781387)",-121.19173431,38.81781387,POINT (-121.19173431 38.81781387)
2021-09-13 15:28:00,Whittier,CA,Light,1 minute 38 seconds,On September 13th at around 3:28 pm I witnessed 2 ufo as a flock of white doves flew around the cemetery. I took out my phone and caugh,2021-10-19,0,1.63,"(-118.03266144, 33.97347641)",-118.03266144,33.97347641,POINT (-118.03266144 33.97347641)
2021-09-13 03:15:00,Apache Junction,AZ,Disk,Still happening,At about 15 miles distance we observed a huge saucer with multitudes of lights ascending and then disappearing into the craft.,2021-10-19,0,1.0,"(-111.5460968, 33.42234421)",-111.5460968,33.42234421,POINT (-111.5460968 33.42234421)
2021-09-13 00:41:00,Pine City,NY,Other,,MADAR Node 82,2021-10-19,0,1.0,"(-76.86940765, 42.0368042)",-76.86940765,42.0368042,POINT (-76.86940765 42.0368042)
2021-09-13 00:30:00,Manistique,MI,Circle,5 minutes,Circular object in NE night sky with geometric pattern in center. Michigan 09/13/2021,2021-10-19,0,5.0,"(-86.25765991, 45.96332169)",-86.25765991,45.96332169,POINT (-86.25765991 45.96332169)
2021-09-12 00:00:00,Cornwallville,NY,Cigar,1 second,Cigar shaped flash of light Quarter mile ahead at 5:47am,2021-10-19,0,0.016666666666666666,"(-74.14845276, 42.36592865)",-74.14845276,42.36592865,POINT (-74.14845276 42.36592865)
2021-09-12 21:03:00,Kings Park,NY,Circle,1 minute 6 sec,I was at The Pavilion in Sunken Meadow State Park (NY) for my daughters wedding on 9/12/21. It was 9:03pm and I was pushing my granddau,2021-10-19,0,1.1,"(-73.25376892, 40.88434982)",-73.25376892,40.88434982,POINT (-73.25376892 40.88434982)
2021-09-12 18:00:00,Dallas,TX,Cigar,60 seconds,"White fast moving tic Tac like object flying over Dallas , completely silent",2021-10-19,0,1.0,"(-96.79621124, 32.77797699)",-96.79621124,32.77797699,POINT (-96.79621124 32.77797699)
2021-09-12 17:11:00,Edmonds,WA,Other,,MADAR Node 61,2021-10-19,0,1.0,"(-122.37664032, 47.8116188)",-122.37664032,47.8116188,POINT (-122.37664032 47.8116188)
2021-09-12 12:30:00,Logansport,IN,Cylinder,less than a second,dark colored craft chasing a jet at fast speed with a blue sky background,2021-10-19,0,0.016666666666666666,"(-86.36299896, 40.75449371)",-86.36299896,40.75449371,POINT (-86.36299896 40.75449371)
2021-09-12 07:59:00,West Fallowfield,PA,Chevron,2 minutes,Chevron shaped object hovered and disappeared in broad daylight,2021-10-19,0,2.0,"(-75.92304993, 39.88962555)",-75.92304993,39.88962555,POINT (-75.92304993 39.88962555)
2021-09-12 03:00:00,Meadville,PA,Sphere,Still actually,"They're characters in the form of spheres, plazma-like entities (both are in few or more different sizes)plazma-like ones are in multip",2021-10-19,0,1.0,"(-80.14715576, 41.64610291)",-80.14715576,41.64610291,POINT (-80.14715576 41.64610291)
2021-09-12 01:11:00,Kalamazoo,MI,Disk,30 seconds,"Black disc shaped craft with a row of bright red, blue and green bright lights around the disc hovered low and made no noise.",2021-10-19,0,0.5,"(-85.58467865, 42.28977585)",-85.58467865,42.28977585,POINT (-85.58467865 42.28977585)
2021-09-11 23:06:00,medford,OR,Circle,about 20 sec.,i was sitting in the car and i caught something bright out of the corner of my eye and my first thought was to record so i did.,2022-06-22,1,0.3333333333333333,"(-122.87218475, 42.3265419)",-122.87218475,42.3265419,POINT (-122.87218475 42.3265419)
2021-09-11 22:05:00,Lake Worth,FL,Chevron,15 seconds,Chevron or Boomerang-shaped sighting over Florida Sep 11 2021,2021-10-19,0,0.25,"(-80.05857086, 26.60985947)",-80.05857086,26.60985947,POINT (-80.05857086 26.60985947)
2021-09-11 21:10:00,Westbrook,CT,Cigar,1 minute,Bright circular light hovering in woods at eye level and then turns off without sound,2021-10-19,0,1.0,"(-72.45027924, 41.28601456)",-72.45027924,41.28601456,POINT (-72.45027924 41.28601456)
2021-09-11 19:40:00,Philadelphia,PA,Cylinder,7 minutes,"My husband & I witnessed 20-23 objects flying from south to north, mostly in a straight line. A few were random toward the rear at the",2021-10-19,0,7.0,"(-75.1656189, 39.95106125)",-75.1656189,39.95106125,POINT (-75.1656189 39.95106125)
2021-09-11 16:15:00,Iowa City,IA,Disk,10 seconds,"Orange saucer shaped. Looked as if it was lit from bottom. It was really moving, but appeared to hover and move up slightly. Then it go",2021-10-19,0,0.16666666666666666,"(-91.53012848, 41.66123962)",-91.53012848,41.66123962,POINT (-91.53012848 41.66123962)
